Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
1520.000000	0.000132504	1520.000000	0.000152998	1520.000000	0.000150135	1520.000000	0.000149976	1520.000000	0.000152981	1520.000000	1.65935e-08	
1540.000000	0.000132399	1540.000000	0.000152854	1540.000000	0.000149921	1540.000000	0.000149763	1540.000000	0.000152838	1540.000000	1.63912e-08	
1560.000000	0.000132305	1560.000000	0.000152722	1560.000000	0.000149716	1560.000000	0.000149559	1560.000000	0.000152705	1560.000000	1.61939e-08	
1580.000000	0.000132221	1580.000000	0.000152599	1580.000000	0.000149519	1580.000000	0.000149363	1580.000000	0.000152583	1580.000000	1.60015e-08	
1600.000000	0.000132146	1600.000000	0.000152487	1600.000000	0.000149331	1600.000000	0.000149175	1600.000000	0.000152471	1600.000000	1.58137e-08	
1620.000000	0.000132082	1620.000000	0.000152384	1620.000000	0.000149151	1620.000000	0.000148996	1620.000000	0.000152369	1620.000000	1.56304e-08	
1640.000000	0.000132026	1640.000000	0.000152291	1640.000000	0.000148978	1640.000000	0.000148824	1640.000000	0.000152275	1640.000000	1.54514e-08	
1660.000000	0.00013198	1660.000000	0.000152206	1660.000000	0.000148813	1660.000000	0.000148659	1660.000000	0.000152191	1660.000000	1.52766e-08	
1680.000000	0.000131942	1680.000000	0.00015213	1680.000000	0.000148655	1680.000000	0.000148501	1680.000000	0.000152115	1680.000000	1.51058e-08	
1700.000000	0.000131912	1700.000000	0.000152062	1700.000000	0.000148504	1700.000000	0.00014835	1700.000000	0.000152047	1700.000000	1.4939e-08	
1750.000000	0.000131874	1750.000000	0.000151927	1750.000000	0.000148154	1750.000000	0.000148001	1750.000000	0.000151913	1750.000000	1.45379e-08	
1800.000000	0.000131882	1800.000000	0.000151838	1800.000000	0.00014784	1800.000000	0.000147688	1800.000000	0.000151824	1800.000000	1.41584e-08	
1850.000000	0.000131933	1850.000000	0.000151791	1850.000000	0.000147559	1850.000000	0.000147408	1850.000000	0.000151777	1850.000000	1.37988e-08	
1900.000000	0.000132024	1900.000000	0.000151783	1900.000000	0.000147309	1900.000000	0.000147158	1900.000000	0.00015177	1900.000000	1.34575e-08	
1950.000000	0.000132153	1950.000000	0.000151811	1950.000000	0.000147086	1950.000000	0.000146936	1950.000000	0.000151798	1950.000000	1.31332e-08	
2000.000000	0.000132317	2000.000000	0.000151872	2000.000000	0.000146888	2000.000000	0.000146739	2000.000000	0.000151859	2000.000000	1.28245e-08	
2100.000000	0.000132741	2100.000000	0.000152085	2100.000000	0.00014656	2100.000000	0.000146411	2100.000000	0.000152073	2100.000000	1.225e-08 	
2200.000000	0.00013328	2200.000000	0.000152404	2200.000000	0.000146308	2200.000000	0.000146161	2200.000000	0.000152392	2200.000000	1.1726e-08	
2300.000000	0.00013392	2300.000000	0.000152816	2300.000000	0.000146122	2300.000000	0.000145975	2300.000000	0.000152805	2300.000000	1.12463e-08	
2400.000000	0.000134651	2400.000000	0.00015331	2400.000000	0.000145991	2400.000000	0.000145845	2400.000000	0.000153299	2400.000000	1.08053e-08	
2500.000000	0.000135463	2500.000000	0.000153874	2500.000000	0.000145906	2500.000000	0.000145761	2500.000000	0.000153864	2500.000000	1.03985e-08	
2600.000000	0.000136348	2600.000000	0.000154502	2600.000000	0.000145862	2600.000000	0.000145717	2600.000000	0.000154492	2600.000000	1.0022e-08	
2700.000000	0.000137299	2700.000000	0.000155186	2700.000000	0.000145852	2700.000000	0.000145708	2700.000000	0.000155176	2700.000000	9.67254e-09	
2800.000000	0.000138311	2800.000000	0.000155919	2800.000000	0.000145871	2800.000000	0.000145728	2800.000000	0.00015591	2800.000000	9.34729e-09	
2900.000000	0.000139378	2900.000000	0.000156697	2900.000000	0.000145916	2900.000000	0.000145773	2900.000000	0.000156688	2900.000000	9.0438e-09	
3000.000000	0.000140496	3000.000000	0.000157516	3000.000000	0.000145982	3000.000000	0.00014584	3000.000000	0.000157507	3000.000000	8.75991e-09	
3200.000000	0.000142869	3200.000000	0.000159258	3200.000000	0.000146169	3200.000000	0.000146027	3200.000000	0.000159249	3200.000000	8.24379e-09	
3400.000000	0.000145404	3400.000000	0.000161118	3400.000000	0.000146412	3400.000000	0.000146271	3400.000000	0.000161111	3400.000000	7.7866e-09	
3600.000000	0.000148081	3600.000000	0.000163077	3600.000000	0.000146697	3600.000000	0.000146557	3600.000000	0.00016307	3600.000000	7.37871e-09	
3800.000000	0.000150882	3800.000000	0.000165119	3800.000000	0.000147014	3800.000000	0.000146874	3800.000000	0.000165112	3800.000000	7.01249e-09	
4000.000000	0.000153796	4000.000000	0.00016723	4000.000000	0.000147354	4000.000000	0.000147214	4000.000000	0.000167223	4000.000000	6.68181e-09	
4200.000000	0.000156811	4200.000000	0.000169399	4200.000000	0.00014771	4200.000000	0.000147571	4200.000000	0.000169393	4200.000000	6.3817e-09	
4400.000000	0.000159918	4400.000000	0.000171619	4400.000000	0.000148079	4400.000000	0.00014794	4400.000000	0.000171613	4400.000000	6.10807e-09	
4600.000000	0.000163111	4600.000000	0.000173882	4600.000000	0.000148456	4600.000000	0.000148317	4600.000000	0.000173877	4600.000000	5.85753e-09	
4800.000000	0.000166383	4800.000000	0.000176183	4800.000000	0.000148838	4800.000000	0.0001487 	4800.000000	0.000176178	4800.000000	5.62726e-09	
5000.000000	0.000169728	5000.000000	0.000178516	5000.000000	0.000149222	5000.000000	0.000149085	5000.000000	0.000178511	5000.000000	5.41487e-09	
5250.000000	0.000174007	5250.000000	0.000181473	5250.000000	0.000149705	5250.000000	0.000149567	5250.000000	0.000181467	5250.000000	5.17148e-09	
5500.000000	0.000178386	5500.000000	0.000184466	5500.000000	0.000150186	5500.000000	0.000150048	5500.000000	0.000184461	5500.000000	4.94957e-09	
6000.000000	0.000187426	6000.000000	0.000190545	6000.000000	0.000151137	6000.000000	0.000151  	6000.000000	0.000190541	6000.000000	4.55966e-09	
6500.000000	0.000196809	6500.000000	0.000196719	6500.000000	0.000152065	6500.000000	0.000151928	6500.000000	0.000196715	6500.000000	4.22807e-09	
7000.000000	0.000206508	7000.000000	0.000202964	7000.000000	0.000152964	7000.000000	0.000152828	7000.000000	0.00020296	7000.000000	3.94253e-09	
7500.000000	0.000216504	7500.000000	0.000209262	7500.000000	0.000153833	7500.000000	0.000153697	7500.000000	0.000209258	7500.000000	3.69401e-09	
8000.000000	0.00022678	8000.000000	0.0002156 	8000.000000	0.00015467	8000.000000	0.000154534	8000.000000	0.000215597	8000.000000	3.47568e-09	
8500.000000	0.000237325	8500.000000	0.000221969	8500.000000	0.000155476	8500.000000	0.00015534	8500.000000	0.000221966	8500.000000	3.28232e-09	
9000.000000	0.00024813	9000.000000	0.000228361	9000.000000	0.000156251	9000.000000	0.000156116	9000.000000	0.000228358	9000.000000	3.10985e-09	
9500.000000	0.000259188	9500.000000	0.000234771	9500.000000	0.000156997	9500.000000	0.000156862	9500.000000	0.000234768	9500.000000	2.95503e-09	
10000.000000	0.000270493	10000.000000	0.000241193	10000.000000	0.000157716	10000.000000	0.00015758	10000.000000	0.00024119	10000.000000	2.81526e-09	
11000.000000	0.000293828	11000.000000	0.000254063	11000.000000	0.000159074	11000.000000	0.000158938	11000.000000	0.00025406	11000.000000	2.5728e-09	
12000.000000	0.000318107	12000.000000	0.000266951	12000.000000	0.000160334	12000.000000	0.000160202	12000.000000	0.000266948	12000.000000	2.36968e-09	
13000.000000	0.000343312	13000.000000	0.000279842	13000.000000	0.000161509	13000.000000	0.000161381	13000.000000	0.00027984	13000.000000	2.19698e-09	
14000.000000	0.00036943	14000.000000	0.00029273	14000.000000	0.000162611	14000.000000	0.000162484	14000.000000	0.000292728	14000.000000	2.04828e-09	
15000.000000	0.000396454	15000.000000	0.000305607	15000.000000	0.000163646	15000.000000	0.00016352	15000.000000	0.000305605	15000.000000	1.91889e-09	
16000.000000	0.000424378	16000.000000	0.000318469	16000.000000	0.000164621	16000.000000	0.000164496	16000.000000	0.000318467	16000.000000	1.80523e-09	
17000.000000	0.000453199	17000.000000	0.000331314	17000.000000	0.000165541	17000.000000	0.000165418	17000.000000	0.000331313	17000.000000	1.70459e-09	
18000.000000	0.000482916	18000.000000	0.000344141	18000.000000	0.000166412	18000.000000	0.000166291	18000.000000	0.000344139	18000.000000	1.61483e-09	
19000.000000	0.000513528	19000.000000	0.000356947	19000.000000	0.000167239	19000.000000	0.000167119	19000.000000	0.000356946	19000.000000	1.53426e-09	
20000.000000	0.000545037	20000.000000	0.000369733	20000.000000	0.000168026	20000.000000	0.000167908	20000.000000	0.000369732	20000.000000	1.46154e-09	
21000.000000	0.000577442	21000.000000	0.000382498	21000.000000	0.000168774	21000.000000	0.000168659	21000.000000	0.000382497	21000.000000	1.39556e-09	
22000.000000	0.000610746	22000.000000	0.000395242	22000.000000	0.000169485	22000.000000	0.000169377	22000.000000	0.000395241	22000.000000	1.33541e-09	
23000.000000	0.000644951	23000.000000	0.000407965	23000.000000	0.00017017	23000.000000	0.000170064	23000.000000	0.000407964	23000.000000	1.28036e-09	
24000.000000	0.000680061	24000.000000	0.000420668	24000.000000	0.000170829	24000.000000	0.000170723	24000.000000	0.000420666	24000.000000	1.22977e-09	
25000.000000	0.000716078	25000.000000	0.000433349	25000.000000	0.000171456	25000.000000	0.000171355	25000.000000	0.000433348	25000.000000	1.18312e-09	
26000.000000	0.000753005	26000.000000	0.000446011	26000.000000	0.000172061	26000.000000	0.000171963	26000.000000	0.000446009	26000.000000	1.13996e-09	
27000.000000	0.000790846	27000.000000	0.000458652	27000.000000	0.000172647	27000.000000	0.000172549	27000.000000	0.000458651	27000.000000	1.09991e-09	
28000.000000	0.000829605	28000.000000	0.000471274	28000.000000	0.000173212	28000.000000	0.000173113	28000.000000	0.000471273	28000.000000	1.06265e-09	
29000.000000	0.000869285	29000.000000	0.000483876	29000.000000	0.000173754	29000.000000	0.000173658	29000.000000	0.000483875	29000.000000	1.02789e-09	
30000.000000	0.000909892	30000.000000	0.00049646	30000.000000	0.000174274	30000.000000	0.000174184	30000.000000	0.000496459	30000.000000	9.95383e-10	
32000.000000	0.000993899	32000.000000	0.000521573	32000.000000	0.000175264	32000.000000	0.000175186	32000.000000	0.000521572	32000.000000	9.36309e-10	
34000.000000	0.00108166	34000.000000	0.000546616	34000.000000	0.000176196	34000.000000	0.000176128	34000.000000	0.000546615	34000.000000	8.84006e-10	
36000.000000	0.00117322	36000.000000	0.000571591	36000.000000	0.000177076	36000.000000	0.000177015	36000.000000	0.00057159	36000.000000	8.37364e-10	
38000.000000	0.0012686 	38000.000000	0.000596502	38000.000000	0.000177908	38000.000000	0.000177854	38000.000000	0.000596501	38000.000000	7.95505e-10	
40000.000000	0.00136785	40000.000000	0.000621351	40000.000000	0.000178696	40000.000000	0.00017865	40000.000000	0.000621351	40000.000000	7.57725e-10	
42000.000000	0.00147102	42000.000000	0.000646142	42000.000000	0.000179446	42000.000000	0.000179406	42000.000000	0.000646141	42000.000000	7.2345e-10	
44000.000000	0.00157813	44000.000000	0.000670876	44000.000000	0.00018016	44000.000000	0.000180127	44000.000000	0.000670875	44000.000000	6.9221e-10	
46000.000000	0.00168923	46000.000000	0.000695555	46000.000000	0.000180842	46000.000000	0.000180815	46000.000000	0.000695555	46000.000000	6.63617e-10	
48000.000000	0.00180436	48000.000000	0.000720183	48000.000000	0.000181495	48000.000000	0.000181474	48000.000000	0.000720182	48000.000000	6.37346e-10	
50000.000000	0.00192357	50000.000000	0.000744761	50000.000000	0.000182119	50000.000000	0.000182105	50000.000000	0.00074476	50000.000000	6.13122e-10	
